ID, Dup Num, CVE, Date Opened, Status, Severity, Dup Dates
126048,0,,May 03 2012 02:20:56,Fixed,High
336875,0,,Jan 22 2014 19:13:22,Fixed,High
472146,1,,Mar 31 2015 15:47:04,Fixed,High,Mar 05 2015 04:03:24,-26
126040,0,2012-3628,May 03 2012 00:35:32,Fixed,High
647602,2,,Sep 16 2016 09:45:00,Fixed,High,Sep 22 2016 22:27:26,Nov 14 2016 22:04:34,6,59
232865,0,,Apr 17 2013 20:15:55,Fixed,High
45799,0,,Jun 03 2010 21:32:35,Fixed,High
171630,0,,Jan 23 2013 07:07:30,Fixed,High
374497,0,,May 17 2014 01:06:13,Fixed,High
610979,0,,May 11 2016 09:18:07,Fixed,High
67968,0,,Dec 24 2010 15:25:58,Fixed,High
51476,0,,Aug 07 2010 13:48:14,Fixed,High
66986,0,,Dec 15 2010 14:40:20,Fixed,High
107258,0,2011-3904,Dec 12 2011 21:05:25,Fixed,High
399951,0,2014-7939,Aug 03 2014 15:40:44,Fixed,High
55114,0,,Sep 10 2010 16:34:49,Fixed,High
59320,0,,Oct 15 2010 05:33:51,Fixed,High
55119,0,,Sep 10 2010 17:04:07,Fixed,Critical
378491,1,,,,,May 13 2014 22:28:00
447664,0,,Jan 09 2015 18:38:19,Fixed,High
266364,0,,Jul 31 2013 15:58:45,Fixed,High
469082,0,,Mar 20 2015 08:38:18,Fixed,High
338109,0,,Jan 25 2014 17:03:09,Fixed,High
319835,0,2013-6639,Nov 15 2013 14:31:02,Fixed,High
664722,1,,,,,Nov 12 2016 16:01:24
466990,0,,Mar 13 2015 14:10:07,Fixed,High
73899,0,,Feb 23 2011 20:09:36,Fixed,High
242786,0,,May 22 2013 04:10:25,Fixed,High
72387,0,,Feb 09 2011 03:22:38,Fixed,High
91204,0,,Aug 01 2011 14:04:08,WontFix,High
617635,0,,Jun 06 2016 15:53:45,Fixed,High
444539,0,2015-1207,Dec 22 2014 12:01:53,Fixed,High
551731,1,,,,,Nov 07 2015 18:15:46
444084,0,,Dec 19 2014 17:08:54,Fixed,High
464285,1,,,,,Mar 06 2015 04:56:56
55330,0,,Sep 12 2010 23:56:06,Fixed,High
435383,0,2015-0309,Nov 21 2014 00:24:51,Fixed,High
173341,0,,Jan 31 2013 10:44:23,Fixed,High
431860,1,,Nov 10 2014 21:15:20,Fixed,High,Nov 05 2014 20:32:11,-5
72217,0,,Feb 07 2011 20:00:46,Fixed,High
566142,0,,Dec 04 2015 19:57:37,Fixed,High
69965,0,,Jan 18 2011 17:37:08,Fixed,Critical
410912,0,,Sep 04 2014 18:01:16,Fixed,High
344051,0,2014-1708,Feb 14 2014 23:06:20,Verified,Critical
78841,0,2011-2359,Apr 08 2011 19:33:04,Fixed,High
89142,0,2011-2804,Jul 13 2011 08:54:05,Fixed,High
